key,bugs, classes, code_smells, comment_lines, comment_lines_density, confirmed_issues, directories, duplicated_blocks, duplicated_lines, duplicated_lines_density, false_positive_issues, files, functions, lines, ncloc, ncloc_language_distribution, open_issues, reliability_rating, reliability_remediation_effort, reopened_issues, security_rating, sqale_debt_ratio, sqale_index, sqale_rating, violations, vulnerabilities
com.inz.praca:sklep,0,57,10,5,0.2,0,13,0,0,0,0,58,162,2583,2142,java=1828;xml=314,11,1,0,0,4,0,23,1,11,1
org.codenergic.theskeleton:theskeleton-server,1,143,9,25,0.5,0,19,0,0,0,0,129,677,8057,5148,java=4729;xml=419,14,5,15,0,4,0.2,385,1,14,4
org.proshin:blog,0,34,13,35,2.5,0,14,0,0,0,0,34,115,1763,1377,java=1049;xml=328,13,1,0,0,1,0.3,109,1,13,0
VVEIRD_StreamDeckCore,0,45,42,1116,25.8,0,11,9,204,3.5,4,33,314,5619,3210,java=3071;xml=139,42,1,0,0,1,0,407,1,42,0
PRombach_Password,0,3,0,29,13.2,0,2,0,0,0,13,4,11,274,190,java=121;xml=69,0,1,0,0,1,0,0,1,0,0
ElHassanBaghrar_MyBench,0,2,7,24,6.8,0,8,0,0,0,0,13,3,396,330,java=47;xml=283,7,1,0,0,1,6.5,643,2,7,0
org.fuin:cqrs-4-java,0,13,7,174,22.5,0,2,0,0,0,0,15,48,1327,599,java=469;xml=130,7,1,0,0,1,0.1,18,1,7,0
com.github.jcgay.maven.color:maven-color,1,15,4,53,6,0,7,0,0,0,0,18,68,1094,826,java=497;xml=329,5,5,5,0,1,0.2,50,1,5,0
org.fuin:ddd-4-java,1,46,43,574,22.7,0,4,14,240,2.5,0,44,221,4351,1958,java=1797;xml=161,44,2,15,0,1,0.6,370,1,44,0
org.fuin:units4j,0,48,59,818,23.7,0,5,0,0,0,0,42,271,5380,2630,java=2440;xml=190,59,1,0,0,1,0.4,290,1,59,0
aesteve_vertx-sse,0,11,3,13,2.5,0,3,0,0,0,0,11,77,651,504,java=504,3,1,0,0,1,0.1,20,1,3,0
zeisysadmin_GIS_Population_Estimation,6,20,58,10,3,0,16,0,0,0,0,21,42,457,326,java=309;kotlin=4;php=8;tsql=2;web=3,71,5,85,0,5,4.5,439,1,71,7
finale,0,255,167,2722,14.2,0,23,0,0,0,0,167,1933,24724,16433,java=15873;xml=560,167,1,0,0,1,0.1,680,1,167,0
Originale,0,255,167,2722,14.2,0,23,0,0,0,0,167,1933,24724,16433,java=15873;xml=560,167,1,0,0,1,0.1,680,1,167,0
IgorNB_Quizzy,0,36,0,12,1,0,7,0,0,0,0,33,109,1491,1213,java=913;xml=300,0,1,0,0,1,0,0,1,0,0
vijayvani_uadetector,11,83,126,2905,26.1,0,14,58,1289,4.1,0,73,660,17834,8205,java=7185;xml=1020,141,5,135,0,4,0.7,1801,1,141,4
vijayvani_xlsbeans,13,67,130,390,11,0,10,10,217,3.3,0,68,276,4562,3142,java=2970;xml=172,145,3,130,0,2,1.8,1703,1,145,2
vijayvani_xdata,3,46,68,1014,32.9,0,6,0,0,0,0,24,241,4215,2064,java=1929;xml=135,71,3,35,0,1,1,627,1,71,0
vijayvani_VorbisJava,33,108,373,1303,15.9,0,19,4,70,0.4,0,94,784,11393,6881,java=6545;xml=336,411,3,202,0,2,1.6,3248,1,411,5
vijayvani_VersionOne.SDK.Java.APIClient,21,129,592,1449,18.1,0,8,4,58,0.3,0,98,873,10999,6568,java=6225;xml=343,630,5,247,0,4,1.8,3632,1,630,17
vijayvani_Tupl,248,424,3295,15344,16.2,0,7,1314,47694,31.5,0,292,5797,122408,79512,java=79307;xml=205,3601,5,2981,0,2,2.9,68200,1,3601,58
vijayvani_terasoluna-gfw,1,137,89,21939,47.2,0,65,6,13501,23.5,0,175,585,35612,24513,java=22120;xml=2393,90,2,20,0,1,0.1,912,1,90,0
vijayvani_steam-condenser-java,10,95,189,3003,34.8,0,16,6,95,0.6,0,95,640,13180,5630,java=5480;xml=150,212,5,85,0,2,1.1,1803,1,212,13
fr.jcgay.maven:maven-profiler,0,23,7,1,0.1,0,9,0,0,0,0,23,120,1358,1095,java=896;xml=199,7,1,0,0,1,0.2,70,1,7,0
vijayvani_sematext-metrics,0,12,4,106,16,0,2,0,0,0,0,11,54,984,557,java=408;xml=149,4,1,0,0,1,0.4,72,1,4,0
vijayvani_selfdiagnose,12,73,204,911,16.5,0,9,2,30,0.3,0,71,511,7587,4626,java=4441;xml=185,229,5,145,0,2,1.2,1625,1,229,13
vijayvani_scanyourpath,3,40,36,263,17.7,0,11,0,0,0,0,41,144,2126,1226,java=1075;xml=151,40,3,35,0,2,0.9,319,1,40,1
vijayvani_route53-infima,1,16,33,473,40.6,0,3,0,0,0,0,12,52,1725,691,java=613;xml=78,34,2,5,0,1,1.1,226,1,34,0
vijayvani_roaster,4,136,200,1249,9,0,16,38,1058,3.9,0,133,1344,18103,12686,java=12272;xml=414,204,3,35,0,1,0.7,2729,1,204,0
vijayvani_piplapis-java,4,42,183,596,16.1,0,6,8,248,5.1,0,31,461,4755,3100,java=2968;xml=132,242,3,50,0,2,2.6,2446,1,242,55
vijayvani_pipeline-clientlib-java,23,43,252,930,15.7,0,9,4,78,0.8,0,32,386,7517,5008,java=4626;xml=382,357,5,210,0,4,2,3042,1,357,82
vijayvani_Pericopist,0,91,65,984,12.4,0,18,0,0,0,0,90,353,11636,6930,java=6605;xml=325,65,1,0,0,1,0.9,1784,1,65,0
vijayvani_ode4j,73,584,14932,36262,32.4,0,27,893,17648,10.7,0,367,5895,141423,75643,java=75117;web=32;xml=494,15192,4,600,0,2,4.3,97665,1,15192,187
vijayvani_NoCommons,1,35,43,340,18.7,0,12,0,0,0,0,32,186,2405,1476,java=1348;xml=128,45,3,15,0,2,0.7,289,1,45,1
gitlab-demo,0,9,21,92,13.4,0,11,2,36,3.8,0,18,52,939,596,java=366;web=135;xml=95,29,1,0,0,2,1.2,213,1,29,8
vijayvani_native-lib-loader,1,9,41,281,28.2,0,2,0,0,0,0,8,39,1415,715,java=590;xml=125,45,2,5,0,2,2,432,1,45,3
vijayvani_mil-sym-java,284,161,9112,21271,19,0,45,601,14377,11.4,0,190,3571,126067,90809,css=1626;java=67678;js=18808;web=1811;xml=886,9615,5,2179,0,4,2.7,74864,1,9615,219
vijayvani_meteo,0,402,1026,15642,46.1,0,50,311,29215,53.9,0,357,2618,52995,18316,java=17889;xml=427,1026,1,0,0,1,1.3,6896,1,1026,0
vijayvani_marine-api,6,214,242,5324,37.5,0,14,16,519,1.4,0,218,1705,25383,8862,java=8560;web=66;xml=236,258,3,15,0,2,0.8,2082,1,258,10
vijayvani_lsql,12,102,286,388,5.9,0,23,0,0,0,0,99,624,8389,6166,java=5703;xml=463,331,5,60,0,5,1.6,2973,1,331,33
home-sensors,0,37,9,110,6.6,0,5,0,0,0,34,29,200,2164,1567,java=1567,9,1,0,0,1,0.1,52,1,9,0
vijayvani_lib-jira-api,0,1,3,8,4.8,0,2,0,0,0,0,2,2,194,160,java=21;xml=139,3,1,0,0,1,0.8,40,1,3,0
vijayvani_kaleidoscope,0,14,9,591,41.6,0,2,0,0,0,0,11,120,2015,829,java=752;xml=77,9,1,0,0,1,0.2,51,1,9,0
vijayvani_joda-convert,8,57,80,916,22,0,4,3,51,0.5,0,33,196,5468,3241,java=3058;xml=183,91,3,80,0,2,1.2,1156,1,91,3
vijayvani_joala,7,132,136,2278,24.1,0,45,2,46,0.2,0,154,542,14080,7166,java=4155;web=699;xml=2312,143,5,80,0,1,0.5,1168,1,143,0
vijayvani_jing-ads,1352,1762,33368,22878,8.4,0,36,43617,206532,58.3,0,1761,22047,353670,248318,java=248223;xml=95,34722,3,20280,0,5,8.8,654963,2,34722,2
vijayvani_JGlobus,125,430,2685,8906,18.4,0,66,153,2325,2.7,0,416,3159,66685,39379,java=38284;web=495;xml=600,2922,5,1147,0,5,2.4,28122,1,2922,112
vijayvani_jgeohash,3,17,39,442,24.6,0,8,0,0,0,0,18,66,2534,1352,java=1146;xml=206,44,2,30,0,2,1.2,488,1,44,2
vijayvani_jee-pac4j-demo,8,6,9,22,2.2,0,17,0,0,0,0,29,9,1115,992,java=178;web=249;xml=565,17,3,20,0,1,0.2,45,1,17,0
vijayvani_jDBMD,3,13,166,36,2,0,2,4,66,3,0,9,140,2178,1749,java=1681;xml=68,170,5,25,0,2,1.2,631,1,170,1
vijayvani_jaxygen,13,222,414,1258,11.7,0,64,0,0,0,0,225,879,15779,9504,css=442;java=6573;js=1618;web=68;xml=803,453,5,195,0,5,1.3,3693,1,453,26
vijayvani_java-libs,23,274,1617,11884,31.6,0,70,163,2456,2.9,0,288,2647,54015,25729,java=24431;xml=1298,1651,3,232,0,2,2.2,16744,1,1651,11
vijayvani_java-hll,3,16,84,1131,44.2,0,4,6,65,1.1,0,17,99,3227,1427,java=1254;xml=173,94,4,15,0,2,2.3,975,1,94,7
vijayvani_java2rdf,0,19,59,315,24,0,6,0,0,0,0,22,106,1843,996,java=812;web=17;xml=167,59,1,0,0,1,1.2,344,1,59,0
vijayvani_I18n,1,33,19,59,3.9,0,7,0,0,0,0,31,161,2505,1471,java=1271;xml=200,20,5,5,0,1,0.4,179,1,20,0
vijayvani_hipster,17,135,330,2450,30.2,0,26,8,204,1.5,0,114,618,11816,5659,java=5190;xml=469,366,5,107,0,2,0.9,1553,1,366,19
vijayvani_guvna,0,9,13,38,8.8,0,3,0,0,0,0,6,29,539,393,java=252;xml=141,13,1,0,0,1,0.4,47,1,13,0
vijayvani_deegree3,475,2411,14364,112256,32.8,0,660,1266,20983,4.3,0,2462,16838,438749,229691,css=1328;java=209858;js=7864;web=3013;xml=7628,15249,5,3820,0,5,1.7,118410,1,15249,410
vijayvani_genson,10,229,532,1969,14.5,0,18,9,174,0.7,0,117,1270,16730,11582,java=10975;xml=607,542,5,100,0,1,1,3350,1,542,0
vijayvani_freelib-bagit,7,16,60,345,16.5,0,2,0,0,0,0,15,125,2914,1744,java=1535;xml=209,68,5,40,0,2,1.1,559,1,68,1
vijayvani_ddth-commons,12,44,593,3333,35.3,0,15,23,274,1.5,0,47,638,12259,6112,java=5517;xml=595,609,5,75,0,4,2.9,5336,1,609,4
vijayvani_ditl,40,320,1242,183,1.2,0,14,18,276,1.2,0,209,1388,21575,14849,java=14753;xml=96,1300,5,340,0,2,1.7,7523,1,1300,18
vijayvani_database-metadata-bind,1,47,128,1138,18.3,0,2,73,1829,18.6,0,38,618,8243,5078,java=4682;xml=396,129,3,10,0,1,1.2,1777,1,129,0
vijayvani_eaxy,5,53,147,61,1.6,0,5,0,0,0,0,41,470,4672,3808,java=3599;xml=209,154,3,55,0,4,1.2,1320,1,154,2
vijayvani_DateAdapterJ,0,9,1,99,20.8,0,3,0,0,0,0,10,25,755,377,java=267;xml=110,4,1,0,0,2,0,2,1,4,3
vijayvani_choco-solver,34,660,2853,15603,21.2,0,105,308,5711,4.1,0,593,5213,98509,57992,java=57634;web=37;xml=321,3003,5,207,0,2,1.4,23559,1,3003,116
vijayvani_common-json,48,41,591,1092,11.4,0,4,104,2211,8.3,0,36,230,11186,8511,java=8409;xml=102,672,3,457,0,2,3.1,8042,1,672,33
vijayvani_automatalib,30,687,950,8043,20,0,152,54,1060,1.4,0,574,3512,61378,32246,java=29531;xml=2715,1009,5,300,0,2,1.2,11643,1,1009,29
vijayvani_blend4j,6,119,177,793,15.4,0,11,6,544,5.7,0,104,848,7038,4345,java=4084;xml=261,192,3,60,0,5,2.2,2812,1,192,9
vijayvani_bracer,4,1,19,93,20.1,0,2,0,0,0,0,2,17,578,369,java=250;xml=119,23,3,40,0,1,1.5,167,1,23,0
vijayvani_0install-java,1,4,7,50,16,0,2,0,0,0,0,5,14,375,263,java=119;xml=144,8,3,15,0,1,0.5,40,1,8,0
pauldpearson_winecellar-webapp,0,10,1,0,0,0,5,0,0,0,0,10,22,351,270,java=270,5,1,0,0,4,0.1,5,1,5,4
CarlosHenckes_test_compasso,0,13,5,0,0,0,8,0,0,0,0,14,46,503,395,java=320;xml=75,9,1,0,0,4,0.6,70,1,9,4
gravitation1_semanticversion,1,8,12,42,8.9,0,2,0,0,0,0,2,23,576,431,java=397;xml=34,13,3,10,0,1,0.6,84,1,13,0
Sensors-DeepSpace,1,6,14,111,42,0,3,0,0,0,0,6,25,370,153,java=153,15,5,5,0,1,2.6,121,1,15,0
HEm3R_zonky-marketplace-observer,0,20,0,26,5,0,5,0,0,0,0,12,45,647,489,java=489,0,1,0,0,1,0,0,1,0,0
cielqian_LoadStar,2,117,181,420,8.9,0,64,21,661,10.7,0,126,364,6082,4295,java=3493;xml=802,187,5,15,0,2,1,1300,1,187,4
DzmitryNev_shopizer,846,1016,8353,12942,6.6,0,357,1292,23441,9.4,0,1488,15600,245799,183250,css=49327;java=70706;js=39836;web=22004;xml=1377,9308,5,3932,0,5,1.4,77660,1,9308,109
Orchaldir_FantasyWorldSimulation,0,68,30,64,2.6,0,20,0,0,0,0,67,276,3256,2392,java=2252;xml=140,30,1,0,0,1,0.2,171,1,30,0
no.priv.bang.demos.jerseyinkaraf:jerseyinkaraf,0,6,0,54,7.1,0,11,0,0,0,0,11,18,959,705,java=186;xml=519,0,1,0,0,1,0,0,1,0,0
Fabinout_jhipsterApplication,0,44,19,153,7.5,0,18,2,66,1.8,0,55,144,2692,1898,java=1574;web=228;xml=96,19,1,0,0,1,2.7,1515,1,19,0
trickpa-10_sportstracker,17,170,526,3685,21.9,0,24,5,422,1.4,0,140,1248,22840,13175,java=13175,558,5,185,0,2,0.6,2269,1,558,15
TamasAYM_AndroidPublishingTest,0,2,1,0,0,0,1,0,0,0,0,2,4,41,29,java=29,2,1,0,0,2,37.9,330,4,2,1
alexisdupuis_PixelController,69,204,774,5185,25.3,0,44,42,1001,2.8,0,188,1273,32054,15340,java=14669;xml=671,859,5,490,0,2,1.8,8095,1,859,16
thiagozf_reactive-microservices-orders,0,40,2,2,0.2,0,16,2,24,1.6,0,39,143,1461,1172,java=963;xml=209,2,1,0,0,1,0.1,40,1,2,0
thiagozf_reactive-microservices-products,0,20,0,2,0.3,0,11,0,0,0,0,20,58,772,634,java=425;xml=209,0,1,0,0,1,0,0,1,0,0
ull.herramientas:OpenDataChartGenerator-ODCG,1,17,66,288,23.5,0,3,0,0,0,0,18,78,1583,936,java=873;xml=63,67,4,5,0,1,2.2,630,1,67,0
idga_Proyecto_Estudiantes,18,18,835,8755,20.3,0,15,460,26083,54,0,86,1797,48271,34274,css=1399;java=899;js=21249;web=10608;xml=119,855,5,112,0,4,0.5,4806,1,855,2
edu.hm.cs.2018:reisequiz,0,15,26,45,5,0,4,0,0,0,0,13,61,1024,848,java=732;xml=116,47,1,0,3,2,0,124,1,50,24
vijayvani_ironiacorp-commons,71,341,1542,4808,16.1,0,99,254,2763,5.3,0,337,2249,40870,25015,java=23908;xml=1107,1706,5,615,0,5,2,14833,1,1706,93
vijayvani_html-email-service,0,14,21,78,8.6,0,6,0,0,0,0,15,80,1194,827,java=635;xml=192,21,1,0,0,1,0.4,90,1,21,0
vijayvani_aurochs,13,120,120,478,8.4,0,26,0,0,0,0,111,447,7429,5226,java=4749;xml=477,138,5,185,0,3,0.6,916,1,138,5
vijayvani_lib-gwt-svg-edu-commons,0,10,14,17,3.9,0,2,0,0,0,0,9,50,617,422,java=350;xml=72,14,1,0,0,1,1.1,141,1,14,0
vijayvani_ginkgo-pagination,1,11,37,83,9.2,0,5,0,0,0,0,11,88,1168,819,java=712;xml=107,40,4,5,0,2,3,736,1,40,2
vijayvani_USBTransferThread,0,4,8,63,15.3,0,2,0,0,0,0,4,25,512,350,java=237;xml=113,8,1,0,0,1,0.9,97,1,8,0
vijayvani_jessentials,14,66,43,1674,37.3,0,24,2,34,0.4,0,78,200,6002,2812,java=2011;xml=801,61,5,230,0,5,0.6,496,1,61,4
vijayvani_JII,0,18,31,163,13.1,0,7,5,54,2.4,0,20,93,1879,1083,java=839;xml=244,32,1,0,0,2,0.8,272,1,32,1
vijayvani_JRetrofit,1,16,21,107,10.2,0,2,0,0,0,0,15,78,1371,939,java=621;web=9;xml=309,22,3,5,0,1,0.9,260,1,22,0
vijayvani_hamcrest-sql,0,24,34,183,12.6,0,2,0,0,0,0,22,154,2304,1271,java=1221;xml=50,36,1,0,0,2,0.4,159,1,36,2
vijayvani_jdsres,5,25,97,851,23.4,0,4,14,430,8.5,0,25,329,4990,2786,java=2753;xml=33,102,5,40,0,1,1,834,1,102,0
vijayvani_xmlenc,0,12,195,1420,54.2,0,3,4,66,1.3,0,15,118,3604,1201,java=1104;xml=97,195,1,0,0,1,4.4,1574,1,195,0
vijayvani_MathNStuff,26,62,484,1699,19.5,0,6,41,782,7.6,0,43,528,10356,7000,java=6970;xml=30,618,5,230,0,2,2.4,5021,1,618,108
fr21:guidelines,0,24,174,294,12.2,0,5,28,171,4.2,0,25,111,2844,2115,java=2043;xml=72,174,1,0,0,1,2.1,1318,1,174,0
sweIhm_ws2018_19:BeeSafe,0,18,12,25,3.2,0,4,2,26,1.3,0,19,62,1070,759,java=680;xml=79,12,1,0,0,1,0.3,77,1,12,0
alexa-skills-kit-samples:Gehirnjogging,3,21,140,59,4.2,0,3,4,78,2.5,0,22,52,1736,1337,java=1268;xml=69,197,4,25,0,2,5.7,2283,2,197,54
vijayvani_opentox-cli,9,54,467,585,13.5,0,15,8,66,1.1,0,44,401,5252,3733,java=3571;xml=162,487,5,70,0,2,3.4,3765,1,487,11
vijayvani_netcell-client,1,6,12,30,8,0,2,0,0,0,0,7,27,547,343,java=213;xml=130,18,3,10,0,2,1.2,120,1,18,5
vijayvani_NHerveTools,21,108,712,2631,23.7,0,15,20,310,1.9,0,85,803,15856,8451,java=8278;xml=173,772,5,225,0,2,1.8,4523,1,772,39
vijayvani_stereotype-helper,0,10,9,23,4.9,0,2,0,0,0,0,11,53,589,450,java=350;xml=100,9,1,0,0,1,1,135,1,9,0
vijayvani_Keyle-NBT,11,15,82,20,2.2,0,2,0,0,0,0,16,161,1417,890,java=836;xml=54,97,2,165,0,2,4.3,1144,1,97,4
vijayvani_jm,1,13,17,9,2.1,0,2,0,0,0,0,14,45,562,422,java=399;xml=23,18,5,15,0,1,1.5,187,1,18,0
alexa-skills-kit-samples:soupit:sprint3,0,33,46,114,6.9,0,5,0,0,0,0,34,114,2240,1527,java=1451;xml=76,46,1,0,0,1,0.7,313,1,46,0
vijayvani_keel,81,342,2227,8279,24.5,0,68,80,1925,3.9,0,332,2615,46304,25502,java=25334;xml=168,2349,4,469,0,2,1.7,13077,1,2349,41
vijayvani_application,0,12,51,116,14,0,6,12,118,12.3,0,13,23,960,714,java=554;xml=160,51,1,0,0,1,3.9,833,1,51,0
vijayvani_lsf-java-client,0,15,29,493,49.1,0,4,0,0,0,0,16,27,1694,512,java=355;xml=157,64,1,0,0,2,0.7,100,1,64,35
vijayvani_narwhal,1,10,6,316,37.9,0,5,0,0,0,0,11,54,1167,517,java=453;xml=64,7,5,5,0,1,0.3,45,1,7,0
vijayvani_cmdline,0,9,23,377,38.8,0,3,0,0,0,0,11,49,1388,595,java=400;web=135;xml=60,23,1,0,0,1,0.8,137,1,23,0
alexa-skills-kit-samples:testyourbrain,2,25,43,40,3.3,0,3,4,60,2.2,0,26,84,1603,1160,java=1054;xml=106,47,4,15,0,2,1.1,380,1,47,2
vijayvani_yoctolib_java,439,651,10218,32466,29,0,142,622,131962,87.4,0,364,6633,151055,79634,java=75804;web=11;xml=3819,10735,5,9067,0,5,2.5,60720,1,10735,78
vijayvani_cthul,4,168,305,1715,14.5,0,21,19,378,2.1,0,112,1479,14719,10130,java=9332;xml=798,314,5,25,0,2,5.3,16105,2,314,5
vijayvani_songbirdDbTools,0,13,57,386,32.3,0,7,0,0,0,0,17,40,1813,810,java=614;xml=196,58,1,0,0,2,1.9,472,1,58,1
vijayvani_digipost-api-client-java,3,167,163,321,3.9,0,15,0,0,0,0,147,858,12620,7903,java=7395;xml=508,175,5,15,0,5,0.8,2013,1,175,9
vijayvani_jaide-s3,0,2,16,66,24.7,0,2,0,0,0,0,3,13,382,201,java=110;xml=91,46,1,0,0,2,1,60,1,46,30
vijayvani_java.pcre,2,1,38,76,20.4,0,2,0,0,0,0,2,26,372,296,java=253;xml=43,61,3,10,0,2,2.5,219,1,61,21
vijayvani_Opal,28,184,435,2994,23.9,0,44,15,276,1.3,0,191,1040,20477,9526,java=8954;js=21;web=157;xml=394,464,5,225,0,3,4.2,12065,1,464,1
vijayvani_josm-jogl,2,1,1,49,12.6,0,2,0,0,0,0,2,16,486,341,java=208;xml=133,3,5,10,0,1,0.1,15,1,3,0
vijayvani_multitenant-support,2,17,20,241,22.6,0,7,0,0,0,0,15,83,1481,826,java=595;xml=231,22,2,40,0,1,0.4,108,1,22,0
vijayvani_objects4j,0,87,107,910,22.7,0,4,11,250,1.9,0,90,340,7132,3097,java=2876;xml=221,107,1,0,0,1,1.3,1167,1,107,0
vijayvani_chrono,5,27,125,325,12.3,0,2,2,43,0.7,0,25,296,3969,2322,java=2124;xml=198,131,3,40,0,2,1.5,1048,1,131,1
vijayvani_fenix-commons,5,295,541,194,1.9,0,33,122,2166,16.4,0,294,1770,13207,10029,java=9907;xml=122,578,5,25,0,2,2.4,7106,1,578,32
vijayvani_cmd,8,30,76,98,6.1,0,5,0,0,0,0,19,161,1929,1504,java=1345;xml=159,84,3,110,0,1,2.5,1140,1,84,0
vijayvani_opml,0,6,17,20,6.1,0,2,0,0,0,0,7,31,420,308,java=259;xml=49,17,1,0,0,1,1.6,147,1,17,0
vijayvani_distribution-maven-plugin,14,5,15,79,10.5,0,2,0,0,0,0,5,38,906,673,java=542;xml=131,33,5,125,0,2,0.9,190,1,33,4
vijayvani_research-paper-parser,2,17,40,55,2.7,0,6,0,0,0,0,18,173,2373,2010,java=1814;xml=196,43,5,10,0,2,0.6,366,1,43,1
vijayvani_tisana4j,0,23,35,61,3.7,0,3,0,0,0,0,23,175,1972,1588,java=1388;xml=200,35,1,0,0,1,0.7,313,1,35,0
vijayvani_javaruntype,4,34,382,785,17.4,0,7,17,256,3.3,0,31,321,6759,3718,java=3539;xml=179,387,3,60,0,2,3.9,4337,1,387,1
vijayvani_easy-i18n,2,15,52,749,39.8,0,6,0,0,0,0,15,135,2396,1131,java=1039;xml=92,56,3,30,0,2,1.2,392,1,56,2
vijayvani_cryptolite-java,2,10,37,935,48.9,0,2,0,0,0,0,11,66,2527,979,java=775;xml=204,47,2,30,0,5,1.4,423,1,47,8
vijayvani_edu-test-utils,1,31,43,687,32.4,0,6,0,0,0,0,18,173,2834,1432,java=1333;xml=99,52,3,15,0,2,1.2,519,1,52,8
KelinTan_easy-hbase,1,17,30,126,7.4,0,16,20,264,11.3,0,23,155,2082,1582,java=1346;xml=236,33,3,5,0,2,1.3,620,1,33,2
vijayvani_soluvas-framework,945,1254,8243,80236,41.6,0,131,524,14193,5.5,0,1238,12089,251614,112535,java=109530;xml=3005,9262,5,12899,0,3,2.4,79769,1,9262,74
vijayvani_arondor-common-reflection,11,163,221,594,3.7,0,61,6,137,0.5,0,172,934,21687,15365,css=5780;java=8984;web=12;xml=589,232,5,130,0,1,0.6,2721,1,232,0
vijayvani_dclib,5,64,296,711,11,0,9,0,0,0,0,59,623,8841,5768,java=5568;xml=200,301,5,50,0,1,1.2,2078,1,301,0
vijayvani_ph-sbdh,0,8,6,86,16.7,0,3,0,0,0,0,9,30,795,428,java=274;xml=154,7,1,0,0,2,0.4,57,1,7,1
vijayvani_irondad,18,59,121,161,4.4,0,30,26,328,5.7,0,53,248,5708,3529,java=3315;kotlin=35;xml=179,147,5,115,0,2,1.3,1408,1,147,8
vijayvani_standards,1,15,35,9,1.5,0,4,0,0,0,0,16,61,864,584,java=542;xml=42,36,3,30,0,1,2.7,476,1,36,0
vijayvani_pdfparse,1,46,457,1033,19.9,0,12,26,492,6.2,0,38,362,7205,4164,java=4062;xml=102,480,5,5,0,2,2.5,3158,1,480,22
vijayvani_jhyphen,0,13,34,108,16.9,0,2,0,0,0,0,6,33,744,532,java=400;xml=132,35,1,0,0,2,3,482,1,35,1
vijayvani_protostore,5,29,44,205,10.7,0,2,2,32,1.3,0,23,118,2308,1718,java=1616;xml=102,49,5,75,0,1,0.6,301,1,49,0
vijayvani_oauth,1,35,131,823,21.2,0,7,0,0,0,0,32,258,5324,3059,java=2962;xml=97,142,3,10,0,2,1,882,1,142,10
vijayvani_java-aaa,2,43,137,1541,43.4,0,3,0,0,0,0,33,449,4868,2010,java=1967;xml=43,157,3,15,0,2,1.3,772,1,157,18
vijayvani_jipes,13,153,317,2823,18.3,0,5,32,594,2,0,89,1229,19719,12612,java=12290;xml=322,344,4,90,0,2,0.9,3349,1,344,14
vijayvani_LibBot,5,28,112,270,11.9,0,10,7,136,4.7,0,23,178,2913,1992,java=1840;xml=152,131,3,75,0,2,1.8,1089,1,131,14
vijayvani_ResourceSyncJava,2,17,86,85,5.5,0,2,2,34,1.1,0,18,153,1923,1463,java=1381;xml=82,168,3,30,0,2,1,440,1,168,80
vijayvani_geometry,0,5,7,11,4,0,2,0,0,0,0,5,13,337,262,java=103;xml=159,9,1,0,0,2,0.4,29,1,9,2
vijayvani_Apache-Httpd-conf-Reader,0,8,4,24,5.9,0,4,0,0,0,0,9,30,644,382,java=245;xml=137,4,1,0,0,1,0,3,1,4,0
ryenus_rop,0,8,15,115,18,0,2,0,0,0,0,7,40,780,523,java=478;xml=45,15,1,0,0,1,1.1,172,1,15,0
vijayvani_Wicket-Page-Test,3,127,117,453,11,0,26,8,203,2.6,0,140,307,6202,3652,java=2778;xml=874,120,3,30,0,1,6.6,7259,2,120,0
vijayvani_nova,6,163,335,365,4.4,0,49,7,78,0.4,0,172,710,11595,7971,java=6814;xml=1157,355,3,85,0,2,1.2,2913,1,355,14
vijayvani_JDynA,384,202,1362,3639,10.7,0,81,369,5936,12.7,0,366,2203,46924,30435,css=3539;java=12058;js=9163;php=129;web=4714;xml=832,1769,5,6031,0,5,2.5,23218,1,1769,23
vijayvani_lib-task-reactor,1,15,21,111,17.8,0,2,0,0,0,0,11,70,1094,511,java=436;xml=75,22,3,2,0,1,1.6,241,1,22,0
vijayvani_exparity-stub,6,20,75,819,33.2,0,5,2,56,0.9,0,17,208,3225,1649,java=1518;xml=131,81,3,40,0,1,1.1,523,1,81,0
vijayvani_hamcrest-bean,0,18,44,523,40.9,0,4,0,0,0,0,15,75,1646,756,java=629;xml=127,44,1,0,0,1,1.5,345,1,44,0
vijayvani_amazing,4,92,93,816,25,0,16,4,94,2.1,0,81,287,4072,2442,java=2319;web=18;xml=105,101,3,40,0,2,0.6,443,1,101,4
vijayvani_atmstatemachine,0,3,13,15,6.8,0,2,0,0,0,0,4,21,284,207,java=145;xml=62,13,1,0,0,1,6.6,410,2,13,0
vijayvani_mailosaur-java,1,25,19,388,32.3,0,3,4,228,8.7,0,28,120,2083,812,java=740;xml=72,20,3,10,0,1,0.7,166,1,20,0
vijayvani_ezid,0,11,51,209,26,0,3,0,0,0,0,12,47,1080,594,java=544;xml=50,52,1,0,0,5,2.3,408,1,52,1
vijayvani_rdf-library,2,10,21,37,3.4,0,4,0,0,0,0,9,70,1243,1037,java=827;xml=210,23,3,20,0,1,0.6,179,1,23,0
vijayvani_httpunit,43,344,2290,6814,26.7,0,12,17,316,0.5,0,209,3407,38480,18668,java=18445;web=91;xml=132,2351,3,375,0,5,4.4,24828,1,2351,18
vijayvani_jetty-bootstrap,3,34,55,527,17.7,0,20,0,0,0,0,41,302,4742,2458,java=2073;xml=385,62,3,25,0,5,1,741,1,62,4
vijayvani_utils4j,0,55,105,1528,27.9,0,5,10,310,2,0,54,473,8468,3950,java=3869;xml=81,105,1,0,0,1,1.3,1528,1,105,0
